prod_id, category, title, actor, price
4545,3, AFRICAN MADNESS, JULIETTE TOMEI,22.99
4546,15, AFRICAN MADRE, LANA PHOENIX,16.99
4547,12, AFRICAN MAGIC, LAURENCE FAWCETT,27.99
4548,11, AFRICAN MAGNIFICENT, MILLA BAILEY,17.99
4549,16, AFRICAN MAGNOLIA, GLENN GUINESS,16.99
4550,15, AFRICAN MAGUIRE, ELLEN CROWE,18.99
4551,5, AFRICAN MAIDEN, CLINT RICKMAN,27.99
4552,12, AFRICAN MAJESTIC, FAY SUVARI,14.99
4553,11, AFRICAN MAKER, DIANE HARRIS,16.99
4554,14, AFRICAN MALKOVICH, MERYL RUSSELL,13.99
4555,10, AFRICAN MALLRATS, SEAN BENING,26.99
4556,5, AFRICAN MALTESE, JOHN SARANDON,18.99
4557,8, AFRICAN MANCHURIAN, JIM GOLDBERG,24.99
4558,15, AFRICAN MANNEQUIN, LIZA DUKAKIS,12.99
4559,8, AFRICAN MARRIED, DANIEL KAHN,11.99
4560,14, AFRICAN MARS, HUMPHREY DREYFUSS,23.99
4561,7, AFRICAN MASK, MIRA HACKMAN,28.99
4562,9, AFRICAN MASKED, PENELOPE EASTWOOD,29.99
4563,4, AFRICAN MASSACRE, NEVE WILLIS,26.99
4564,4, AFRICAN MASSAGE, SHIRLEY LANSBURY,18.99
4565,13, AFRICAN MATRIX, SHIRLEY KEITEL,13.99
4566,2, AFRICAN MAUDE, HILARY MONROE,26.99
4567,4, AFRICAN MEET, KIM BLOOM,9.99
4568,8, AFRICAN MEMENTO, KEVIN EASTWOOD,13.99
4569,10, AFRICAN MENAGERIE, DENZEL GOLDBERG,18.99
4570,1, AFRICAN MERMAID, JAMES MATTHAU,28.99
4571,15, AFRICAN METAL, GENE WAHLBERG,15.99
4572,10, AFRICAN METROPOLIS, WILL WOOD,11.99
4573,12, AFRICAN MICROCOSMOS, GWYNETH HORNE,14.99
4574,15, AFRICAN MIDNIGHT, SEAN DAY,12.99
4575,2, AFRICAN MIDSUMMER, GARY PALTROW,19.99
4576,3, AFRICAN MIGHTY, ANGELA LANSBURY,19.99
4577,6, AFRICAN MILE, PEARL HOPE,15.99
4578,7, AFRICAN MILLION, ED DUKAKIS,24.99
4579,5, AFRICAN MINDS, CAMERON JOVOVICH,11.99
4580,14, AFRICAN MINE, JOHN PHOENIX,11.99
4581,5, AFRICAN MINORITY, MEL HANNAH,15.99
4582,2, AFRICAN MIRACLE, ADRIEN DEGENERES,27.99
4583,11, AFRICAN MISSION, SEAN WILLIS,27.99
4584,13, AFRICAN MIXED, WALTER WILSON,27.99
4585,11, AFRICAN MOB, GREGORY VOIGHT,12.99
4586,5, AFRICAN MOCKINGBIRD, WILLIAM EASTWOOD,29.99
4587,9, AFRICAN MOD, BRUCE NOLTE,20.99
4588,2, AFRICAN MODEL, MAE CRUISE,9.99
4589,8, AFRICAN MODERN, GEOFFREY TANDY,17.99
4590,1, AFRICAN MONEY, GOLDIE HESTON,16.99
4591,16, AFRICAN MONSOON, MENA THURMAN,28.99
4592,13, AFRICAN MONSTER, WHOOPI GOODING,28.99
4593,10, AFRICAN MONTEREY, MINNIE BALL,13.99
4594,10, AFRICAN MONTEZUMA, MARLON JOHANSSON,27.99
4595,5, AFRICAN MOON, SALLY WALKEN,22.99
4596,1, AFRICAN MOONSHINE, GREG DIAZ,23.99
4597,16, AFRICAN MOONWALKER, LAURA ALLEN,29.99
4598,8, AFRICAN MOSQUITO, KATHARINE JOVOVICH,12.99
4599,16, AFRICAN MOTHER, BETTE DUNST,22.99
4600,1, AFRICAN MOTIONS, SYLVESTER JOHANSSON,28.99
4601,6, AFRICAN MOULIN, JOE CARREY,23.99
4602,15, AFRICAN MOURNING, MICHAEL SPACEK,19.99
4603,16, AFRICAN MOVIE, CARRIE DICAPRIO,20.99
4604,2, AFRICAN MULAN, CHARLTON HEPBURN,13.99
4605,4, AFRICAN MULHOLLAND, ROCK BULLOCK,11.99
4606,6, AFRICAN MUMMY, CANDICE HAWKE,26.99
4607,9, AFRICAN MUPPET, RICHARD BAILEY,13.99
4608,14, AFRICAN MURDER, SCARLETT JOVOVICH,29.99
4609,14, AFRICAN MUSCLE, OLYMPIA CHAPLIN,29.99
4610,6, AFRICAN MUSIC, VAL LANCASTER,12.99
4611,3, AFRICAN MUSKETEERS, HUME ANISTON,14.99
4612,4, AFRICAN MUSSOLINI, KIRK GARBO,9.99
4613,11, AFRICAN MYSTIC, LAURENCE HARRIS,19.99
4614,14, AFRICAN NAME, PAUL CROWE,21.99
4615,7, AFRICAN NASH, MEL HURT,16.99
4616,6, AFRICAN NATIONAL, HARRISON PRESLEY,24.99
4617,5, AFRICAN NATURAL, LANA DAY,26.99
4618,15, AFRICAN NECKLACE, KENNETH TANDY,19.99
4619,2, AFRICAN NEIGHBORS, BURT CRONYN,27.99
4620,1, AFRICAN NEMO, NICOLAS CHAPLIN,23.99
4621,2, AFRICAN NETWORK, CARY SPACEK,18.99
4622,11, AFRICAN NEWSIES, GREGORY SPACEK,13.99
4623,6, AFRICAN NEWTON, JENNIFER LEWIS,28.99
4624,14, AFRICAN NIGHTMARE, WOODY CROWE,28.99
4625,4, AFRICAN NONE, SISSY BRANAGH,29.99
4626,6, AFRICAN NOON, DREW THURMAN,18.99
4627,10, AFRICAN NORTH, MARILYN WITHERSPOON,28.99
4628,9, AFRICAN NORTHWEST, SEAN LOLLOBRIGIDA,29.99
4629,13, AFRICAN NOTORIOUS, CARY FONDA,25.99
4630,9, AFRICAN NOTTING, GLENN HUSTON,17.99
4631,14, AFRICAN NOVOCAINE, ALICIA REYNOLDS,10.99
4632,14, AFRICAN NUTS, GREG SARANDON,19.99
4633,13, AFRICAN OCTOBER, CARRIE DIAZ,23.99
4634,10, AFRICAN ODDS, WALTER ALLEN,24.99
4635,16, AFRICAN OKLAHOMA, MINNIE EASTWOOD,15.99
4636,8, AFRICAN OLEANDER, SUSAN KILMER,19.99
4637,14, AFRICAN OPEN, VAL HESTON,12.99
4638,12, AFRICAN OPERATION, VIVIEN PHOENIX,27.99
4639,8, AFRICAN OPPOSITE, DARYL BAILEY,18.99
4640,11, AFRICAN OPUS, FRANCES REYNOLDS,17.99
4641,9, AFRICAN ORANGE, KEVIN KEATON,18.99
4642,10, AFRICAN ORDER, LANA STALLONE,20.99
4643,4, AFRICAN ORIENT, DUSTIN PRESLEY,12.99
4644,6, AFRICAN OSCAR, MEG BOGART,21.99
4645,9, AFRICAN OTHERS, DORIS DAMON,26.99
4646,14, AFRICAN OUTBREAK, RICHARD BULLOCK,17.99
4647,9, AFRICAN OUTFIELD, MARISA COSTNER,11.99
4648,11, AFRICAN OUTLAW, JADA WATSON,27.99
4649,9, AFRICAN OZ, CHARLES JACKMAN,13.99
4650,11, AFRICAN PACIFIC, SIDNEY MCGREGOR,27.99
4651,3, AFRICAN PACKER, LISA FREEMAN,29.99
4652,13, AFRICAN PAJAMA, GWYNETH FIELD,18.99
4653,2, AFRICAN PANIC, AL BERRY,20.99
4654,10, AFRICAN PANKY, LUCILLE HUDSON,24.99
4655,7, AFRICAN PANTHER, GINA FISHER,15.99
4656,13, AFRICAN PAPI, CHARLIZE HACKMAN,17.99
4657,10, AFRICAN PARADISE, DORIS CROWE,28.99
4658,1, AFRICAN PARIS, NICOLAS POITIER,9.99
4659,3, AFRICAN PARK, CHEVY TEMPLE,25.99
4660,8, AFRICAN PARTY, CHARLTON ALLEN,26.99
4661,10, AFRICAN PAST, PAUL BOGART,25.99
4662,11, AFRICAN PATHS, GREGORY BERGMAN,28.99
4663,10, AFRICAN PATIENT, MORGAN BALL,15.99
4664,1, AFRICAN PATRIOT, SIDNEY DENCH,12.99
4665,16, AFRICAN PATTON, JUDI KIDMAN,12.99
4666,9, AFRICAN PAYCHECK, SUSAN WILSON,15.99
4667,8, AFRICAN PEACH, JODIE HAWN,25.99
4668,13, AFRICAN PEAK, KATHARINE TRACY,19.99
4669,9, AFRICAN PEARL, SALMA DEAN,17.99
4670,15, AFRICAN PELICAN, JAMES GRANT,17.99
4671,4, AFRICAN PERDITION, NICOLE BEATTY,11.99
4672,9, AFRICAN PERFECT, SPENCER RYDER,9.99
4673,9, AFRICAN PERSONAL, CARY GARCIA,10.99
4674,12, AFRICAN PET, LAUREN GARCIA,20.99
4675,8, AFRICAN PHANTOM, HALLE MIRANDA,27.99
4676,11, AFRICAN PHILADELPHIA, WALTER DIETRICH,17.99
4677,15, AFRICAN PIANIST, BRAD WILLIS,25.99
4678,1, AFRICAN PICKUP, ANJELICA KEATON,12.99
4679,9, AFRICAN PILOT, EMILY DOUGLAS,11.99
4680,2, AFRICAN PINOCCHIO, MEG DIETRICH,18.99
4681,6, AFRICAN PIRATES, ADAM SARANDON,15.99
4682,10, AFRICAN PITTSBURGH, HARVEY BRANAGH,23.99
4683,7, AFRICAN PITY, SHIRLEY WATSON,18.99
4684,6, AFRICAN PIZZA, NICOLE MCGREGOR,21.99
4685,11, AFRICAN PLATOON, ROSIE SANDLER,15.99
4686,1, AFRICAN PLUTO, RENEE LUGOSI,10.99
4687,8, AFRICAN POCUS, CARMEN JACKMAN,26.99
4688,4, AFRICAN POLISH, WHOOPI LUGOSI,11.99
4689,10, AFRICAN POLLOCK, MICHELLE GOLDBERG,15.99
4690,15, AFRICAN POND, DREW MIRANDA,24.99
4691,12, AFRICAN POSEIDON, ANTHONY ASTAIRE,20.99
4692,9, AFRICAN POTLUCK, JENNIFER KUDROW,23.99
4693,12, AFRICAN POTTER, DUSTIN MARX,23.99
4694,12, AFRICAN PREJUDICE, MARLENE DOUGLAS,18.99
4695,15, AFRICAN PRESIDENT, FRANCES HUSTON,11.99
4696,10, AFRICAN PRIDE, FAY WAYNE,22.99
4697,10, AFRICAN PRIMARY, SUSAN ASTAIRE,10.99
4698,12, AFRICAN PRINCESS, SYLVESTER GUINESS,29.99
4699,4, AFRICAN PRIVATE, SPENCER SILVERSTONE,27.99
4700,9, AFRICAN PRIX, WILLIAM CAMPBELL,26.99
4701,2, AFRICAN PSYCHO, CHARLES SWANK,17.99
4702,13, AFRICAN PULP, MAE CARREY,23.99
4703,16, AFRICAN PUNK, MORGAN WILLIAMS,28.99
4704,9, AFRICAN PURE, LENA CLOSE,18.99
4705,16, AFRICAN PURPLE, ADAM MANSFIELD,28.99
4706,2, AFRICAN QUEEN, CANDICE KIDMAN,14.99
4707,15, AFRICAN QUEST, RALPH NICHOLSON,19.99
4708,14, AFRICAN QUILLS, WILL FORD,21.99
4709,6, AFRICAN RACER, ANNE RUSH,29.99
4710,14, AFRICAN RAGE, MINNIE CLOSE,26.99
4711,2, AFRICAN RAGING, MATTHEW DAMON,13.99
4712,14, AFRICAN RAIDERS, EMILY GARBO,22.99
4713,11, AFRICAN RAINBOW, WALTER PHOENIX,22.99
4714,9, AFRICAN RANDOM, WINONA NEWMAN,21.99
4715,12, AFRICAN RANGE, HARRISON HORNE,17.99
4716,9, AFRICAN REAP, MATT GOLDBERG,13.99
4717,14, AFRICAN REAR, JUDE HEPBURN,10.99
4718,12, AFRICAN REBEL, BURT PESCI,22.99
4719,14, AFRICAN RECORDS, BOB TAUTOU,26.99
4720,2, AFRICAN REDEMPTION, CUBA CAINE,18.99
4721,15, AFRICAN REDS, RUSSELL BLOOM,21.99
4722,12, AFRICAN REEF, SANDRA BULLOCK,13.99
4723,10, AFRICAN REIGN, MARLON TYLER,23.99
4724,2, AFRICAN REMEMBER, SCARLETT HOFFMAN,13.99
4725,16, AFRICAN REQUIEM, JEREMY GARLAND,11.99
4726,10, AFRICAN RESERVOIR, BOB PECK,18.99
4727,15, AFRICAN RESURRECTION, KARL AFFLECK,24.99
4728,12, AFRICAN REUNION, MARLENE SILVERSTONE,16.99
4729,6, AFRICAN RIDER, MATTHEW MCQUEEN,13.99
4730,9, AFRICAN RIDGEMONT, GREG RYAN,29.99
4731,16, AFRICAN RIGHT, SANDRA KEITEL,10.99
4732,8, AFRICAN RINGS, CHEVY TAYLOR,9.99
4733,13, AFRICAN RIVER, CUBA FIENNES,17.99
4734,11, AFRICAN ROAD, GREG ASTAIRE,15.99
4735,5, AFRICAN ROBBERS, WILLIAM RYAN,22.99
4736,13, AFRICAN ROBBERY, JADA RUSSELL,22.99
4737,14, AFRICAN ROCK, EWAN GIBSON,29.99
4738,6, AFRICAN ROCKETEER, DENZEL COSTNER,20.99
4739,4, AFRICAN ROCKY, SPENCER DEPP,21.99
4740,13, AFRICAN ROLLERCOASTER, VAL TEMPLE,24.99
4741,11, AFRICAN ROMAN, JULIANNE FIENNES,10.99
4742,8, AFRICAN ROOF, PARKER RYAN,25.99
4743,11, AFRICAN ROOM, GREG BRANDO,27.99
4744,13, AFRICAN ROOTS, DAN THERON,23.99
4745,14, AFRICAN ROSES, MARLENE DEGENERES,25.99
4746,9, AFRICAN ROUGE, JOHN MONROE,10.99
4747,8, AFRICAN ROXANNE, ELVIS DEAN,13.99
4748,7, AFRICAN RUGRATS, CATE MOSTEL,24.99
4749,11, AFRICAN RULES, MARY FISHER,27.99
4750,11, AFRICAN RUN, GWYNETH TANDY,15.99
4751,8, AFRICAN RUNAWAY, AL CRONYN,28.99
4752,7, AFRICAN RUNNER, WILLEM NOLTE,23.99
4753,12, AFRICAN RUSH, MARILYN DRIVER,26.99
4754,10, AFRICAN RUSHMORE, JULIANNE ODONNELL,14.99
4755,7, AFRICAN SABRINA, HUME CRUISE,25.99
4756,3, AFRICAN SADDLE, DUSTIN WATSON,12.99
4757,15, AFRICAN SAGEBRUSH, CHEVY DUKAKIS,27.99
4758,14, AFRICAN SAINTS, GREGORY NEESON,19.99
4759,11, AFRICAN SALUTE, ANNETTE BRODY,13.99
4760,13, AFRICAN SAMURAI, RICHARD SMITH,12.99
4761,4, AFRICAN SANTA, DIANE PFEIFFER,18.99
4762,15, AFRICAN SASSY, HUGH RICKMAN,10.99
4763,3, AFRICAN SATISFACTION, ALEC JACKMAN,18.99
4764,14, AFRICAN SATURDAY, MARLON NEWMAN,27.99
4765,9, AFRICAN SATURN, SIDNEY MCKELLEN,15.99
4766,10, AFRICAN SAVANNAH, DENNIS WITHERSPOON,26.99
4767,15, AFRICAN SCALAWAG, RUSSELL FORD,15.99
4768,12, AFRICAN SCARFACE, WINONA KIDMAN,24.99
4769,5, AFRICAN SCHOOL, MARILYN SUVARI,28.99
4770,16, AFRICAN SCISSORHANDS, CHARLTON DIETRICH,27.99
4771,6, AFRICAN SCORPION, SUSAN DAVIS,20.99
4772,11, AFRICAN SEA, MEL WITHERSPOON,19.99
4773,16, AFRICAN SEABISCUIT, LIZA AFFLECK,29.99
4774,16, AFRICAN SEARCHERS, JODIE WITHERSPOON,21.99
4775,2, AFRICAN SEATTLE, JUDI TAYLOR,14.99
4776,4, AFRICAN SECRET, GINA BIRCH,11.99
4777,8, AFRICAN SECRETARY, GREGORY DREYFUSS,12.99
4778,4, AFRICAN SECRETS, MARY RICKMAN,27.99
4779,8, AFRICAN SENSE, HALLE OLIVIER,29.99
4780,4, AFRICAN SENSIBILITY, CATE HAWKE,23.99
4781,14, AFRICAN SEVEN, WALTER TORN,11.99
4782,9, AFRICAN SHAKESPEARE, SEAN JACKMAN,26.99
4783,9, AFRICAN SHANE, JACK THURMAN,12.99
4784,10, AFRICAN SHANGHAI, SALMA DEGENERES,28.99
4785,4, AFRICAN SHAWSHANK, LANA HANNAH,15.99
4786,4, AFRICAN SHEPHERD, CHARLTON WALKEN,12.99
4787,13, AFRICAN SHINING, MATTHEW LEIGH,22.99
4788,5, AFRICAN SHIP, DEBBIE WASHINGTON,24.99
4789,15, AFRICAN SHOCK, DAN NEWMAN,24.99
4790,15, AFRICAN SHOOTIST, REESE SANDLER,19.99
4791,12, AFRICAN SHOW, ROBIN FOSTER,27.99
4792,2, AFRICAN SHREK, JESSICA DICAPRIO,24.99
4793,1, AFRICAN SHRUNK, RITA DAMON,14.99
4794,4, AFRICAN SIDE, LENA SILVERSTONE,17.99
4795,13, AFRICAN SIEGE, ADAM HUDSON,21.99
4796,9, AFRICAN SIERRA, JODIE NOLTE,16.99
4797,4, AFRICAN SILENCE, ELIZABETH MCQUEEN,23.99
4798,10, AFRICAN SILVERADO, HARRISON HESTON,17.99
4799,6, AFRICAN SIMON, CAMERON WAHLBERG,28.99
4800,3, AFRICAN SINNERS, CHARLES CAMPBELL,12.99
4801,5, AFRICAN SISTER, PARKER DICAPRIO,24.99
4802,12, AFRICAN SKY, WILL TAUTOU,29.99
4803,3, AFRICAN SLACKER, PENELOPE CRONYN,20.99
4804,14, AFRICAN SLEEPING, HUMPHREY WAYNE,28.99
4805,10, AFRICAN SLEEPLESS, SIDNEY ASTAIRE,24.99
4806,14, AFRICAN SLEEPY, SPENCER HOPE,21.99
4807,16, AFRICAN SLEUTH, HUGH WEAVER,28.99
4808,5, AFRICAN SLING, CHRIS BRANAGH,10.99
4809,9, AFRICAN SLIPPER, MICHELLE HUNT,28.99
4810,12, AFRICAN SLUMS, LIAM BALE,21.99
4811,4, AFRICAN SMILE, DENZEL MINELLI,11.99
4812,11, AFRICAN SMOKING, HARRISON CRUZ,10.99
4813,1, AFRICAN SMOOCHY, JACK GRANT,13.99
4814,16, AFRICAN SNATCH, KATE WITHERSPOON,22.99
4815,4, AFRICAN SNATCHERS, WOODY MCCONAUGHEY,26.99
4816,10, AFRICAN SNOWMAN, JAMES HAWKE,26.99
4817,5, AFRICAN SOLDIERS, SIDNEY CROWE,22.99
4818,16, AFRICAN SOMETHING, HILARY DICAPRIO,16.99
4819,7, AFRICAN SONG, RIP HAWKE,29.99
4820,15, AFRICAN SONS, GROUCHO DUNST,28.99
4821,12, AFRICAN SORORITY, WHOOPI POITIER,11.99
4822,14, AFRICAN SOUP, MERYL SORVINO,23.99
4823,12, AFRICAN SOUTH, DARYL HANNAH,11.99
4824,16, AFRICAN SPARTACUS, BELA DAFOE,24.99
4825,8, AFRICAN SPEAKEASY, JANE BLOOM,26.99
4826,7, AFRICAN SPEED, GLENN PENN,16.99
4827,15, AFRICAN SPICE, NICK NOLTE,21.99
4828,9, AFRICAN SPIKING, LENA BRANDO,23.99
4829,7, AFRICAN SPINAL, LANA COOPER,18.99
4830,10, AFRICAN SPIRIT, ROCK HAYEK,9.99
4831,10, AFRICAN SPIRITED, KIRK NORTON,28.99
4832,14, AFRICAN SPLASH, BRUCE WEAVER,21.99
4833,13, AFRICAN SPLENDOR, LISA BALE,16.99
4834,12, AFRICAN SPOILERS, ADRIEN BULLOCK,15.99
4835,2, AFRICAN SPY, GREGORY CRAWFORD,27.99
4836,12, AFRICAN SQUAD, GENE SMITH,15.99
4837,12, AFRICAN STAGE, GLENN MARTIN,26.99
4838,6, AFRICAN STAGECOACH, SIDNEY WEST,28.99
4839,13, AFRICAN STALLION, ORLANDO BERRY,25.99
4840,12, AFRICAN STAMPEDE, JULIETTE HOPPER,10.99
4841,11, AFRICAN STAR, KIRK BOLGER,29.99
4842,7, AFRICAN STATE, SYLVESTER CAINE,23.99
4843,9, AFRICAN STEEL, ANNE DUKAKIS,18.99
4844,2, AFRICAN STEERS, JESSICA AFFLECK,26.99
4845,4, AFRICAN STEPMOM, GENE JOHANSSON,24.99
4846,8, AFRICAN STING, PEARL DENCH,9.99
4847,6, AFRICAN STOCK, GLENN MCDORMAND,14.99
4848,6, AFRICAN STONE, LAUREN THURMAN,17.99
4849,14, AFRICAN STORM, RITA HAWKE,14.99
4850,3, AFRICAN STORY, BRAD HOPE,18.99
4851,2, AFRICAN STRAIGHT, SISSY MCGREGOR,27.99
4852,2, AFRICAN STRANGELOVE, ORLANDO WRAY,17.99
4853,12, AFRICAN STRANGER, WILL MCKELLEN,15.99
4854,2, AFRICAN STRANGERS, MIRA TAYLOR,28.99
4855,9, AFRICAN STREAK, JACK DOUGLAS,21.99
4856,5, AFRICAN STREETCAR, DENZEL SPACEK,12.99
4857,5, AFRICAN STRICTLY, SALLY SINATRA,10.99
4858,3, AFRICAN SUBMARINE, OLYMPIA WASHINGTON,11.99
4859,8, AFRICAN SUGAR, MEL FINNEY,12.99
4860,3, AFRICAN SUICIDES, BRUCE POSEY,20.99
4861,3, AFRICAN SUIT, MARY MINELLI,16.99
4862,4, AFRICAN SUMMER, DENNIS BULLOCK,10.99
4863,4, AFRICAN SUN, HARVEY GARCIA,29.99
4864,13, AFRICAN SUNDANCE, SUSAN WATSON,18.99
4865,5, AFRICAN SUNRISE, SPENCER DAY-LEWIS,16.99
4866,4, AFRICAN SUNSET, SYLVESTER TYLER,27.99
4867,5, AFRICAN SUPER, SALLY JACKMAN,18.99
4868,15, AFRICAN SUPERFLY, JACK ROBBINS,15.99
4869,15, AFRICAN SUSPECTS, SALLY JACKMAN,25.99
4870,16, AFRICAN SWARM, CLARK DAFOE,27.99
4871,3, AFRICAN SWEDEN, SALMA ROBERTS,10.99
4872,13, AFRICAN SWEET, LIZA TRACY,22.99
4873,12, AFRICAN SWEETHEARTS, WHOOPI DUKAKIS,11.99
4874,1, AFRICAN TADPOLE, CUBA HUNT,28.99
4875,14, AFRICAN TALENTED, GINA DEGENERES,9.99
4876,16, AFRICAN TARZAN, MEL DENIRO,26.99
4877,16, AFRICAN TAXI, DORIS BRANDO,21.99
4878,13, AFRICAN TEEN, SIGOURNEY JACKMAN,25.99
4879,8, AFRICAN TELEGRAPH, VAL NORTON,22.99
4880,13, AFRICAN TELEMARK, JEREMY HUNT,10.99
4881,16, AFRICAN TEMPLE, RICHARD KAHN,23.99
4882,1, AFRICAN TENENBAUMS, DUSTIN GABLE,13.99
4883,14, AFRICAN TEQUILA, JON REYNOLDS,24.99
4884,4, AFRICAN TERMINATOR, RIP ZELLWEGER,11.99
4885,6, AFRICAN TEXAS, SHIRLEY HAWN,26.99
4886,7, AFRICAN THEORY, STEVE JOVOVICH,13.99
4887,6, AFRICAN THIEF, MADELINE CROWE,20.99
4888,9, AFRICAN THIN, GWYNETH DENIRO,10.99
4889,3, AFRICAN TIES, SIGOURNEY COOPER,29.99
4890,7, AFRICAN TIGHTS, VIVIEN NICHOLSON,15.99
4891,12, AFRICAN TIMBERLAND, WILL THURMAN,21.99
4892,15, AFRICAN TITANIC, GREGORY HANNAH,19.99
4893,2, AFRICAN TITANS, ALAN KEATON,19.99
4894,6, AFRICAN TOMATOES, CHEVY REYNOLDS,14.99
4895,13, AFRICAN TOMORROW, CHARLIZE COSTNER,24.99
4896,4, AFRICAN TOOTSIE, KATE COOPER,12.99
4897,6, AFRICAN TORQUE, ALBERT MOSTEL,23.99
4898,8, AFRICAN TOURIST, JON DUNST,18.99
4899,8, AFRICAN TOWERS, ROBIN CAMPBELL,21.99
4900,2, AFRICAN TOWN, ORLANDO DAMON,13.99
4901,15, AFRICAN TRACY, HUGH CRAWFORD,17.99
4902,1, AFRICAN TRADING, ROCK PECK,10.99
4903,1, AFRICAN TRAFFIC, GEOFFREY TANDY,20.99
4904,10, AFRICAN TRAIN, DREW RYAN,18.99
4905,1, AFRICAN TRAINSPOTTING, RUBY JOHANSSON,25.99
4906,1, AFRICAN TRAMP, WINONA MCCONAUGHEY,18.99
4907,10, AFRICAN TRANSLATION, ANTHONY BIRCH,18.99
4908,8, AFRICAN TRAP, GOLDIE CRUISE,25.99
4909,14, AFRICAN TREASURE, JEREMY FOSTER,11.99
4910,12, AFRICAN TREATMENT, HARRISON SINATRA,21.99
4911,7, AFRICAN TRIP, MORGAN MINELLI,17.99
4912,12, AFRICAN TROJAN, RUBY NICHOLSON,26.99
4913,5, AFRICAN TROOPERS, CUBA LOREN,22.99
4914,5, AFRICAN TROUBLE, ELLEN DEAN,24.99
4915,10, AFRICAN TRUMAN, SALLY BERRY,29.99
4916,2, AFRICAN TURN, CAMERON BERGMAN,26.99
4917,10, AFRICAN TUXEDO, SALLY DAVIS,18.99
4918,7, AFRICAN TWISTED, KIM FIENNES,21.99
4919,9, AFRICAN TYCOON, CHARLIZE DEAN,25.99
4920,14, AFRICAN UNBREAKABLE, KIM MALDEN,23.99
4921,3, AFRICAN UNCUT, GARY NICHOLSON,14.99
4922,8, AFRICAN UNDEFEATED, WILLIAM BIRCH,15.99
4923,5, AFRICAN UNFAITHFUL, GLENN WEAVER,26.99
4924,12, AFRICAN UNFORGIVEN, JOHNNY BLOOM,27.99
4925,6, AFRICAN UNITED, ANNETTE PALTROW,28.99
4926,3, AFRICAN UNTOUCHABLES, GINA KILMER,18.99
4927,4, AFRICAN UPRISING, SPENCER DENCH,13.99
4928,4, AFRICAN UPTOWN, HALLE SINATRA,20.99
4929,14, AFRICAN USUAL, ALBERT GUINESS,15.99
4930,13, AFRICAN VACATION, LISA MOORE,26.99
4931,8, AFRICAN VALENTINE, KATE POITIER,25.99
4932,11, AFRICAN VALLEY, LAUREN HOPE,20.99
4933,16, AFRICAN VAMPIRE, TOM TORN,15.99
4934,5, AFRICAN VANILLA, WILLEM DIETRICH,14.99
4935,3, AFRICAN VANISHED, SUSAN GARCIA,25.99
4936,13, AFRICAN VANISHING, EDWARD NOLTE,16.99
4937,11, AFRICAN VARSITY, STEVE BRIDGES,14.99
4938,7, AFRICAN VELVET, JODIE MARX,15.99
4939,15, AFRICAN VERTIGO, DEBBIE CRUISE,27.99
4940,3, AFRICAN VICTORY, CHARLTON MOORE,10.99
4941,10, AFRICAN VIDEOTAPE, ANDY DERN,26.99
4942,5, AFRICAN VIETNAM, MARISA DIETRICH,13.99
4943,13, AFRICAN VILLAIN, SOPHIA TYLER,14.99
4944,3, AFRICAN VIRGIN, ALBERT CAINE,17.99
4945,3, AFRICAN VIRGINIAN, CHARLTON COOPER,16.99
4946,12, AFRICAN VIRTUAL, SANDRA RYDER,24.99
4947,5, AFRICAN VISION, NEVE TOMEI,28.99
4948,4, AFRICAN VOICE, CHRISTOPHER SWANK,11.99
4949,15, AFRICAN VOLCANO, KATHARINE DUNST,29.99
4950,8, AFRICAN VOLUME, NEVE TAYLOR,21.99
4951,4, AFRICAN VOYAGE, ORLANDO TRACY,10.99
4952,9, AFRICAN WAGON, ELVIS TOMEI,14.99
4953,9, AFRICAN WAIT, DARYL AFFLECK,23.99
4954,2, AFRICAN WAKE, LIAM BALE,22.99
4955,4, AFRICAN WALLS, CHRISTIAN HOPPER,29.99
4956,15, AFRICAN WANDA, ETHAN DUKAKIS,23.99
4957,1, AFRICAN WAR, RENEE WASHINGTON,15.99
4958,11, AFRICAN WARDROBE, LENA POSEY,27.99
4959,3, AFRICAN WARLOCK, NICOLAS LUGOSI,25.99
4960,2, AFRICAN WARS, DANIEL HUSTON,14.99
4961,11, AFRICAN WASH, KIRK GOLDBERG,27.99
4962,13, AFRICAN WASTELAND, SEAN BULLOCK,21.99
4963,4, AFRICAN WATCH, ROSIE BRODY,25.99
4964,9, AFRICAN WATERFRONT, SISSY CRAWFORD,14.99
4965,16, AFRICAN WATERSHIP, MADELINE BASINGER,13.99
4966,8, AFRICAN WEDDING, JEREMY WALKEN,9.99
4967,16, AFRICAN WEEKEND, MARISA MCQUEEN,26.99
4968,15, AFRICAN WEREWOLF, DORIS HOPE,25.99
4969,2, AFRICAN WEST, HUGH REYNOLDS,29.99
4970,3, AFRICAN WESTWARD, INGRID AFFLECK,25.99
4971,14, AFRICAN WHALE, MARLENE MOORE,15.99
4972,14, AFRICAN WHISPERER, CANDICE MINELLI,18.99
4973,10, AFRICAN WIFE, RICHARD HAWKE,25.99
4974,1, AFRICAN WILD, RIVER DIAZ,17.99
4975,13, AFRICAN WILLOW, ROBIN GOLDBERG,13.99
4976,15, AFRICAN WIND, MENA WOOD,20.99
4977,1, AFRICAN WINDOW, ADRIEN BRANAGH,12.99
4978,9, AFRICAN WISDOM, SISSY CARREY,16.99
4979,7, AFRICAN WITCHES, GREG WILLIS,13.99
